brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,ID,proc
HP,14s,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,55990,77996,28,4.2,30,4,530,530
ASUS,ROG,AMD,Ryzen 7,Missing,16,DDR5,1024,0,Windows,64,4,Casual,15.6,0,No,No,112990,142990,20,0.0,0,0,531,531
Vaio,E,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,56990,76090,25,3.8,139,26,532,532
ASUS,Vivobook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,64990,81990,20,0.0,0,0,533,533
Lenovo,IdeaPad,Intel,Core i3,10th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,41998,56590,25,4.4,529,39,534,534
Lenovo,Ideapad,AMD,Ryzen 7,Missing,16,DDR4,1024,0,Windows,64,0,Casual,14,1,No,Yes,77988,117290,33,0.0,0,0,535,535
MSI,Core,Intel,Core i7,12th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,0,No,No,139990,156990,10,4.5,4,2,536,536
ASUS,ZenBook,Intel,Core i5,8th,8,LPDDR3,512,0,Windows,64,0,ThinNlight,13.3,1,No,No,72990,90990,19,4.2,44,4,537,537
HP,OMEN,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,8,Casual,16.1,1,No,Yes,141990,163739,13,0.0,0,0,538,538
ASUS,ASUS,Intel,Pentium Quad,Missing,4,LPDDR4X,0,0,Windows,64,0,Casual,0,0,No,No,45990,57990,20,0.0,0,0,539,539
ALIENWARE,Core,NVIDIA,GeForce RTX,Missing,15.6,Full,0,0,Missing,32,6,Casual,0,0,No,No,214790,237937,9,4.1,13,4,540,540
ASUS,EeeBook,Intel,Celeron Dual,Missing,4,DDR4,0,0,Windows,32,0,Casual,All,0,No,No,21990,25990,15,3.5,31,3,541,541
HP,Notebook,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,No,39790,43296,8,3.9,40,3,542,542
ASUS,ROG,AMD,Ryzen 7,Missing,8,DDR4,1024,0,Windows,64,0,Casual,14,1,No,Yes,76000,126990,40,5.0,1,1,543,543
acer,Predator,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,No,129990,149990,13,4.5,54,7,544,544
acer,Swift,Intel,Core i5,8th,8,DDR3,512,0,Windows,64,0,ThinNlight,14,1,No,No,64990,87999,26,3.8,4,1,545,545
ASUS,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,57990,70990,18,0.0,0,0,546,546
HP,OMEN,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,8,Casual,16.1,1,No,Yes,171990,197862,13,0.0,0,0,547,547
ASUS,Core,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,42990,50990,15,4.4,1869,234,548,548
Smartron,t.book,Intel,Core i5,7th,4,DDR3,128,0,Windows,64,0,Casual,12.2,0,Yes,No,52990,55999,5,3.5,30,9,549,549
ASUS,VivoBook,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,63990,67551,5,4.2,77,7,550,550
acer,Aspire,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,49990,72990,31,4.4,47,6,551,551
Lenovo,Ideapad,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,63990,85290,24,4.4,105,10,552,552
HP,Ryzen,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,57999,73625,21,4.1,44,5,553,553
MSI,GP65,Intel,i7,Missing,,,0,0,Missing,32,6,Casual,0,0,No,No,145990,0,0,4.5,715,106,554,554
HP,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,13.3,1,Yes,Yes,76990,99203,22,4.4,14,2,555,555
DELL,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,32,0,Casual,15.6,0,No,No,51990,66560,21,0.0,0,0,556,556
ASUS,Rog,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,0,Casual,15.6,1,No,No,129990,166990,22,0.0,0,0,557,557
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,0,No,No,66490,88519,24,3.8,6,1,558,558
DELL,Inspiron,Intel,Pentium Quad,Missing,4,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,36000,43000,16,4.3,102,16,559,559
ASUS,ROG,AMD,Ryzen 7,Missing,16,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,No,99990,162990,38,4.4,77,15,560,560
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,2,No,Yes,62998,79890,21,4.3,739,71,561,561
ASUS,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,41990,52990,20,0.0,0,0,562,562
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,77990,98200,20,4.5,31,5,563,563
ASUS,ROG,Intel,i7,Missing,,,0,0,Missing,32,4,Casual,0,0,No,No,106167,120990,12,4.5,1881,241,564,564
MICROSOFT,Surface,Intel,Core i5,8th,8,DDR3,128,0,Windows,64,0,Casual,13.5,0,Yes,No,91999,0,0,4.5,49,8,565,565
ASUS,Ryzen,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,32,4,Casual,14,0,No,No,72400,114000,36,0.0,0,0,566,566
Lenovo,Ideapad,Intel,Core i3,10th,4,DDR4,256,0,Windows,64,0,Casual,15.6,2,No,Yes,39999,59999,33,0.0,0,0,567,567
HP,Spectre,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,114990,122803,6,4.4,145,19,568,568
HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,32,0,Casual,15.6,0,No,No,52380,58500,10,0.0,0,0,569,569
ASUS,ROG,AMD,Ryzen 9,Missing,32,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,142990,201990,29,4.0,4,1,570,570
ASUS,Zephyrus,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,0,Casual,14,1,No,No,121990,155990,21,0.0,0,0,571,571
DELL,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,65990,75800,12,0.0,0,0,572,572
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,88990,90605,1,3.8,19,2,573,573
DELL,Inspiron,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,2,Casual,15.6,1,No,Yes,93955,122300,23,4.8,4,0,574,574
Lenovo,Yoga,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,No,78990,125888,37,4.7,6,0,575,575
LG,Gram,Intel,Core i5,10th,8,DDR4,256,0,Windows,64,0,Casual,14,0,No,No,62990,99000,36,4.6,68,20,576,576
ASUS,ROG,Intel,Core i7,10th,32,DDR4,1024,0,Windows,64,8,Casual,15.6,0,No,No,234990,324990,27,0.0,0,0,577,577
DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,43590,57863,24,0.0,0,0,578,578
ASUS,Commercial,Intel,Core i3,10th,4,DDR4,256,0,Windows,32,0,Casual,14,0,No,No,39990,47990,16,0.0,0,0,579,579
HP,Spectre,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,13.3,1,Yes,Yes,128500,152042,15,3.7,3,1,580,580
Lenovo,X390,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,13.3,0,No,No,113590,120000,5,0.0,0,0,581,581
DELL,Vostro,Intel,Core i3,10th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,41390,51976,20,4.2,56,7,582,582
ASUS,Core,Intel,Core i3,10th,8,DDR4,0,1024,Windows,32,0,ThinNlight,14,0,No,No,35590,45990,22,3.4,12,1,583,583
Mi,Notebook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,No,54990,59999,8,4.3,545,74,584,584
ASUS,Core,Intel,Core i7,11th,8,DDR4,256,1024,Windows,32,0,ThinNlight,15.6,0,No,No,82500,98990,16,0.0,0,0,585,585
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,55990,71578,21,3.3,3,0,586,586
ASUS,VivoBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,14,1,Yes,Yes,73990,84990,12,4.2,32,6,587,587
ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,44890,56999,21,3.9,7,0,588,588
Lenovo,Yoga,AMD,Ryzen 5,Missing,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,3,Yes,Yes,81978,123090,33,0.0,0,0,589,589
ASUS,Zephyrus,AMD,Ryzen 7,Missing,8,DDR4,1024,0,Windows,64,0,Casual,14,1,No,No,111000,137990,19,0.0,0,0,590,590
Lenovo,Yoga,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,0,Casual,14,1,Yes,Yes,102990,104033,1,4.4,16,2,591,591
Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,39998,60090,33,4.2,10,1,592,592
HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,92000,113019,18,4.5,8,1,593,593
HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,0,1024,Windows,64,4,Gaming,15.6,1,No,No,59990,68192,12,4.1,1480,151,594,594
LG,Gram,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,16,0,No,No,86990,130000,33,0.0,0,0,595,595
HP,14s,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,42490,45892,7,4.4,5205,561,596,596
MSI,GF63,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,4,Casual,15.6,2,No,No,52990,72990,27,4.1,1114,137,597,597
HP,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,61000,68000,10,4.3,1124,100,598,598
acer,Aspire,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,59990,79999,25,0.0,0,0,599,599
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,14,1,Yes,No,99990,122990,18,4.9,35,6,600,600
ASUS,ROG,AMD,Ryzen 9,Missing,32,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,124990,194990,35,4.2,44,12,601,601
acer,Predator,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64,6,Casual,15.6,1,No,No,119990,140990,14,4.6,2038,313,602,602
ASUS,ROG,AMD,Ryzen 7,Missing,16,DDR5,512,0,Windows,32,4,Casual,15.6,1,No,No,111990,132990,15,0.0,0,0,603,603
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,67990,76915,11,4.8,9,0,604,604
acer,Aspire,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,49990,64990,23,4.5,6,1,605,605
HP,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,32,0,Casual,13.3,0,Yes,No,109000,128000,14,0.0,0,0,606,606
DELL,G3,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Casual,15.6,0,No,No,77900,82300,5,4.3,179,34,607,607
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,70799,89564,20,4.7,98,6,608,608
HP,14s,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,52500,60000,12,4.3,741,67,609,609
lenovo,Yoga,Intel,i7,Missing,,,0,0,Missing,32,0,Casual,0,0,No,No,171998,237890,27,0.0,0,0,610,610
Lenovo,Core,Intel,Core i5,7th,4,DDR4,0,1024,Windows,32,2,Casual,14,0,No,No,57999,82999,30,0.0,0,0,611,611
Lenovo,B50-70,Intel,Core i5,4th,8,DDR3,0,1024,Windows,64,0,Casual,15.6,0,No,No,52490,0,0,3.8,78,17,612,612
ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,14,1,Yes,No,119990,158990,24,4.8,8,1,613,613
Lenovo,Ideapad,Intel,Core i5,8th,4,DDR4,0,1024,Windows,64,4,Casual,15.6,1,No,No,56990,62594,8,4.0,21,5,614,614
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,65990,75879,13,4.1,31,2,615,615
acer,Swift,Intel,Core i5,8th,8,DDR3,256,0,Windows,64,0,ThinNlight,14,1,Yes,Yes,81998,82799,0,4.0,14,3,616,616
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,6,Casual,15.6,0,No,No,141990,189990,25,4.2,61,13,617,617
ASUS,VivoBook,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,No,53690,58990,8,4.4,19,3,618,618
DELL,Core,Intel,i5,Missing,,,0,0,Missing,32,4,Casual,0,1,No,No,68090,69500,2,1.6,23,4,619,619
MSI,WF65,Intel,Core i7,10th,16,DDR4,256,1024,Windows,64,4,Casual,15.6,3,No,No,159990,179990,11,0.0,0,0,620,620
ASUS,Pentium,Intel,Pentium Quad,Missing,4,DDR4,128,0,Windows,32,0,Casual,13.3,0,Yes,No,58100,69500,16,0.0,0,0,621,621
Vaio,E,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,49590,66990,25,4.1,700,144,622,622
ASUS,Vivobook,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,4,Casual,16,1,No,No,162990,0,0,0.0,0,0,623,623
MSI,Modern,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,No,55990,67990,17,0.0,0,0,624,624
ASUS,Zephyrus,Intel,Core i9,11th,32,DDR4,3072,0,Windows,32,6,Casual,17.3,1,No,No,441990,0,0,5.0,1,1,625,625
ASUS,Vivobook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,53190,69990,24,4.5,11,0,626,626
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,32,2,Casual,15.6,2,No,Yes,58999,65999,10,4.4,45,3,627,627
ASUS,F17,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Casual,17.3,0,No,No,84500,105000,19,4.3,3,0,628,628
Lenovo,Core,Intel,Core i3,10th,8,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,41990,49800,15,3.7,3,0,629,629
ASUS,Core,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32,6,Casual,15.6,0,No,No,120980,149999,19,0.0,0,0,630,630
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,ThinNlight,15.6,3,No,No,71990,86000,16,0.0,0,0,631,631
HP,14s,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,No,Yes,36490,42787,14,3.8,1146,175,632,632
HP,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,4,Casual,16.1,0,No,No,82000,89000,7,0.0,0,0,633,633
ASUS,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,48490,58990,17,0.0,0,0,634,634
ASUS,VivoBook,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,38990,45990,15,4.0,1850,216,635,635
ASUS,Zephyrus,Intel,Core i7,11th,16,DDR4,1024,0,Windows,32,6,Casual,16,1,No,No,157249,220990,28,4.3,7,0,636,636
ASUS,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,49990,64990,23,4.5,14,2,637,637
ALIENWARE,Core,NVIDIA,GeForce RTX,Missing,15.6,Full,0,0,Missing,32,8,Casual,0,0,No,No,269290,293080,8,4.0,5,2,638,638
ASUS,ZenBook,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,84990,104990,19,0.0,0,0,639,639
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,0,No,No,67490,82600,18,3.8,41,5,640,640
acer,Aspire,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,75999,0,0,0.0,0,0,641,641
ASUS,Vivobook,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,0,Casual,16,1,No,No,130500,162990,19,0.0,0,0,642,642
Lenovo,Core,Intel,Core i7,9th,16,DDR4,1024,0,Windows,64,4,ThinNlight,15.6,0,No,No,229900,272000,15,0.0,0,0,643,643
HP,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,44376,45376,2,4.2,1090,96,644,644
HP,Spectre,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,No,162990,192977,15,3.3,3,1,645,645
acer,Dual,AMD,Dual Core,Missing,4,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,31990,32990,3,4.0,762,104,646,646
acer,Spin,Intel,i7,Missing,,,0,0,Missing,32,0,Casual,0,1,No,No,119990,124900,3,4.0,1,1,647,647
ASUS,Vivobook,Intel,Pentium Quad,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,Yes,32990,39990,17,4.3,7,1,648,648
Lenovo,Thinpad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,15.6,0,No,No,89998,101525,11,0.0,0,0,649,649
DELL,XPS,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,135300,135553,0,5.0,5,2,650,650
MSI,Modern,Intel,Core i7,11th,8,DDR4,512,0,Windows,64,0,Casual,14,0,No,No,64990,78990,17,4.4,33,5,651,651
acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,2,ThinNlight,15.6,1,No,No,61990,62549,0,4.1,73,21,652,652
ASUS,Vivobook,AMD,Ryzen 9,Missing,8,DDR4,1024,0,Windows,64,4,Casual,14,0,No,No,116990,149990,22,0.0,0,0,653,653
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,14,1,Yes,No,99990,122990,18,0.0,0,0,654,654
ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,41490,49990,17,4.4,4008,519,655,655
ASUS,ASUS,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,No,131500,175000,24,0.0,0,0,656,656
ASUS,Zenbook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,84990,110990,23,0.0,0,0,657,657
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,69899,73899,5,4.3,474,37,658,658
DELL,Vostro,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,61990,68900,10,0.0,0,0,659,659
DELL,Inpiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,79990,117587,31,0.0,0,0,660,660
ASUS,Ryzen,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,32,6,Casual,14,0,No,No,138990,210990,34,0.0,0,0,661,661
DELL,GAMING,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,76300,79999,4,4.2,6,0,662,662
DELL,Vostro,Intel,Core i3,10th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,44290,57858,23,0.0,0,0,663,663
DELL,Core,Intel,Core i5,11th,8,DDR4,0,1024,Windows,32,0,Casual,15,0,No,No,58090,59990,3,0.0,0,0,664,664
DELL,G5,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,6,Casual,15.6,0,No,No,89990,99067,9,4.1,191,27,665,665
Lenovo,Yoga,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,0,Casual,13.3,3,Yes,Yes,78988,114690,31,0.0,0,0,666,666
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,Yes,55999,89999,37,0.0,0,0,667,667
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,72900,74900,2,3.9,24,4,668,668
Lenovo,ThinkPad,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.3,3,No,No,174527,0,0,0.0,0,0,669,669
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,73990,92600,20,4.5,195,17,670,670
Lenovo,ThinkPad,Intel,Core i5,10th,8,DDR4,512,512,Windows,64,0,ThinNlight,14,3,Yes,No,125394,146680,14,0.0,0,0,671,671
ASUS,ROG,AMD,Ryzen 9,Missing,32,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,234990,350990,33,0.0,0,0,672,672
ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,64,0,Casual,17.3,1,No,Yes,62990,74990,16,4.2,165,34,673,673
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,48999,57095,14,0.0,0,0,674,674
ASUS,ZenBook,Intel,Core i5,11th,16,LPDDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,84990,104990,19,0.0,0,0,675,675
DELL,Core,Intel,Core i5,11th,16,DDR4,512,0,Windows,32,2,Casual,15.6,0,No,No,73519,88400,16,0.0,0,0,676,676
Lenovo,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,73138,112990,35,3.0,4,1,677,677
ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,14,0,No,No,154990,172990,10,5.0,3,0,678,678
HP,Spectre,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,No,126000,152042,17,5.0,2,1,679,679
Lenovo,ThinkPad,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,162299,178999,9,0.0,0,0,680,680
ASUS,Core,Intel,Core i3,10th,4,DDR4,0,1024,Windows,32,0,ThinNlight,15.6,0,No,No,33990,39990,15,3.7,43,7,681,681
ASUS,ZenBook,First,Ever Screenpad,Missing,NVIDIA,GTX,0,0,Missing,64,4,Casual,0,0,No,No,209690,209990,0,5.0,4,0,682,682
ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,512,0,Missing,32,2,Casual,14,0,No,No,69990,0,0,0.0,0,0,683,683
LG,Gram,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,76990,106000,27,0.0,0,0,684,684
ASUS,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,6,Casual,15.6,1,No,No,88990,129990,31,0.0,0,0,685,685
ASUS,AMD,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,No,No,80990,104990,22,0.0,0,0,686,686
Avita,PURA,AMD,APU Dual,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,24990,33490,25,3.7,1657,234,687,687
DELL,DELL,AMD,Ryzen 3,Missing,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,43990,49999,12,0.0,0,0,688,688
HP,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.5,1,Yes,Yes,114999,138166,16,0.0,0,0,689,689
DELL,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,43900,57095,23,0.0,0,0,690,690
acer,Core,Pre-installed,Genuine Windows,Missing,Acer,Master,128,0,Missing,32,4,Casual,6th,0,No,No,116640,0,0,0.0,0,0,691,691
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,Yes,82990,94600,12,4.5,21,2,692,692
DELL,INSPIRON,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,46690,57095,18,0.0,0,0,693,693
acer,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,Yes,No,109999,0,0,0.0,0,0,694,694
ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,0,Casual,15.6,1,No,No,135990,172990,21,0.0,0,0,695,695
ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,14,0,No,No,165990,202990,18,0.0,0,0,696,696
Lenovo,Yoga,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,Yes,82990,117490,29,0.0,0,0,697,697
ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,0,Casual,14,0,No,No,56990,70990,19,0.0,0,0,698,698
Lenovo,Yoga,Intel,Core i7,10th,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,14,0,No,No,119990,148082,18,2.5,2,1,699,699
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,Yes,79990,88600,9,4.8,5,0,700,700
Lenovo,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,1024,Windows,32,0,Casual,14,0,No,No,80490,118898,32,0.0,0,0,701,701
DELL,Inspiron,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,109190,119442,8,0.0,0,0,702,702
DELL,Inspiron,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,Yes,43400,49000,11,4.1,231,26,703,703
ASUS,ZenBook,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,14,1,Yes,No,114990,140990,18,0.0,0,0,704,704
HP,Spectre,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,13.5,1,Yes,No,129999,155436,16,0.0,0,0,705,705
Lenovo,Core,Intel,Core i3,10th,4,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,40990,48900,16,5.0,1,1,706,706
Lenovo,Core,Intel,Core i3,10th,4,DDR4,0,1024,Missing,64,0,Casual,15,0,No,No,38999,42705,8,3.8,65,5,707,707
HP,15s,Intel,Core i3,11th,8,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,No,No,50990,51748,1,0.0,0,0,708,708
